fid,GEOID,COUNTYFP,NAMELSAD,median_hh_,median_h_1,CDTFA_COPR,CDTFA_CITY,CDTFA_COUN,CENSUS_PLA,CENSUS_GEO,CENSUS_P_1,GNIS_PLACE,GNIS_ID,acs_2024_tracts_berkeley_oakland_sf_density_city,acs_2024_tracts_berkeley_oakland_sf_density_NAME,acs_2024_tracts_berkeley_oakland_sf_density_year,acs_2024_tracts_berkeley_oakland_sf_density_total_pop,acs_2024_tracts_berkeley_oakland_sf_density_white_nh,acs_2024_tracts_berkeley_oakland_sf_density_black_nh,acs_2024_tracts_berkeley_oakland_sf_density_asian_nh,acs_2024_tracts_berkeley_oakland_sf_density_hispanic,acs_2024_tracts_berkeley_oakland_sf_density_pct_white_nh,acs_2024_tracts_berkeley_oakland_sf_density_pct_black_nh,acs_2024_tracts_berkeley_oakland_sf_density_pct_asian_nh,acs_2024_tracts_berkeley_oakland_sf_density_pct_hispanic,acs_2024_tracts_berkeley_oakland_sf_density_pct_poc,acs_2024_tracts_berkeley_oakland_sf_density_median_income,acs_2024_tracts_berkeley_oakland_sf_density_median_home_value,acs_2024_tracts_berkeley_oakland_sf_density_housing_units_total,acs_2024_tracts_berkeley_oakland_sf_density_owner_occupied,acs_2024_tracts_berkeley_oakland_sf_density_renter_occupied,acs_2024_tracts_berkeley_oakland_sf_density_homeownership_rate,acs_2024_tracts_berkeley_oakland_sf_density_area_sq_miles,acs_2024_tracts_berkeley_oakland_sf_density_pop_density,weight_supply_sum,Accessibility_Index
1213,"06001405902","001",Census Tract 4059.02,69097.000000000000000,13382.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Oakland,"Census Tract 4059.02; Alameda County; California","2024","2969","338","270","1151","925","0.11384304479622769","0.09093971034018188","0.38767261704277534","0.3115527113506231","0.8861569552037724","78438","801800","937","347","590","0.3703308431163287","0.18754231135075386","15831.094213439561",196275500.000000,66108.286
1239,"06001406900","001",Census Tract 4069,137943.000000000000000,18046.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Oakland,"Census Tract 4069; Alameda County; California","2024","4142","1599","531","744","623","0.38604538870111055","0.1281989377112506","0.1796233703524867","0.15041042974408497","0.6139546112988894","166579","1097700","1620","1072","548","0.6617283950617284","0.3317803658271676","12484.162496094383",276930600.000000,66859.150
1268,"06001406601","001",Census Tract 4066.01,75000.000000000000000,15335.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Oakland,"Census Tract 4066.01; Alameda County; California","2024","4426","1034","1220","816","1163","0.23361952101220063","0.27564392227745144","0.184365115228197","0.26276547672842293","0.7663804789877994","80729","788300","1891","882","1009","0.4664198836594394","0.28364650814691017","15603.92909087964",274464900.000000,62011.952
1269,"06001405402","001",Census Tract 4054.02,61204.000000000000000,28532.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Oakland,"Census Tract 4054.02; Alameda County; California","2024","3212","424","315","1393","968","0.1320049813200498","0.09806973848069739","0.4336861768368618","0.3013698630136986","0.8679950186799502","38552","728400","1257","143","1114","0.11376292760540971","0.11019212244675786","29149.089142483484",170240100.000000,53001.276
1380,"06001405901","001",Census Tract 4059.01,51292.000000000000000,16184.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Oakland,"Census Tract 4059.01; Alameda County; California","2024","4114","175","658","1274","1612","0.0425376762275158","0.15994166261545942","0.30967428293631505","0.39183276616431695","0.9574623237724842","53233","729000","1165","308","857","0.26437768240343346","0.1747671819842302","23539.88862949807",187949200.000000,45685.270
883,"06001409000","001",Census Tract 4090,70769.000000000000000,24912.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Oakland,"Census Tract 4090; Alameda County; California","2024","4204","187","1063","318","2521","0.0444814462416746","0.2528544243577545","0.07564224548049477","0.5996669838249287","0.9555185537583254","75987","597000","1005","582","423","0.5791044776119403","7.160864912725535","587.079919986913",136124300.000000,32379.710
934,"06001408100","001",Census Tract 4081,166786.000000000000000,35801.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Oakland,"Census Tract 4081; Alameda County; California","2024","7745","2382","2117","2123","667","0.30755326016785023","0.2733376371852808","0.27411233053582956","0.08612007746933506","0.6924467398321498","189891","1094800","3024","2733","291","0.9037698412698413","3.4371857139115023","2253.296925055069",244358300.000000,31550.458
973,"06001406000","001",Census Tract 4060,56763.000000000000000,11845.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Oakland,"Census Tract 4060; Alameda County; California","2024","5157","741","1106","2052","910","0.14368819080860964","0.21446577467519876","0.39790575916230364","0.17645918169478378","0.8563118091913904","60441","697100","2310","257","2053","0.11125541125541126","1.0179448903680106","5066.089577929533",292658700.000000,56749.796
892,"06001401600","001",Census Tract 4016,88304.000000000000000,38815.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Oakland,"Census Tract 4016; Alameda County; California","2024","2668","626","822","365","646","0.23463268365817092","0.308095952023988","0.13680659670164919","0.24212893553223389","0.7653673163418291","174414","745100","999","396","603","0.3963963963963964","0.2443667181220035","10918.017070835169",282413928.270000,105852.297
1215,"06001425104","001",Census Tract 4251.04,119083.000000000000000,31345.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Oakland,"Census Tract 4251.04; Alameda County; California","2024","4424","1489","1113","792","734","0.3365732368896926","0.25158227848101267","0.17902350813743217","0.1659132007233273","0.6634267631103075","101341","540100","2465","462","2003","0.1874239350912779","0.4162945956567367","10627.089676772768",322689656.540000,72940.700
1309,"06001403501","001",Census Tract 4035.01,104167.000000000000000,37849.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Oakland,"Census Tract 4035.01; Alameda County; California","2024","6063","2329","1090","1528","638","0.384133267359393","0.17977898730001649","0.25202045192149103","0.10522843476826653","0.615866732640607","127997","912300","3362","635","2727","0.18887566924449734","0.25647368814390625","23639.851884525782",460271100.000000,75914.745
1313,"06001406500","001",Census Tract 4065,67717.000000000000000,9290.000000000000000,"01017",Oakland,Alameda County,Oakland,"0653000",City,City of Oakland,2411292,Oakland,"Census Tract 4065; Alameda County; California","2024","6046","603","1137","1305","2704","0.09973536222295733","0.18805822031094938","0.21584518690043003","0.4472378432021171","0.9002646377770427","75969","759200","2029","858","1171","0.4228684080827994","0.28798321649179826","20994.279019632348",231042500.000000,38214.109
1223,"06001428700","001",Census Tract 4287,117153.000000000000000,53698.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 4287; Alameda County; California","2024","5600","1293","738","2273","872","0.23089285714285715","0.13178571428571428","0.40589285714285717","0.15571428571428572","0.7691071428571429","191528","1426900","1787","854","933","0.4778959149412423","3.4256445114849763","1634.7288754642163",110004900.000000,19643.732
1120,"06075990200","075",Census Tract 9902,,,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,,,,,,,,,,,,,,,,,,,,,,30237000.000000,
1051,"06075017903","075",Census Tract 179.03,96000.000000000000000,51237.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 179.03; San Francisco County; California","2024","2429","710","429","150","778","0.2923013585837793","0.17661589131329766","0.06175380815150268","0.3202964182791272","0.7076986414162207","93269",NA,"616","0","616","0","1.1265250131772695","2156.188252890372",7099800.000000,2922.931
289,"06075980401","075",Census Tract 9804.01,,,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 9804.01; San Francisco County; California","2024","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,"0","0","0",NA,"0.33296093009523614","0",,
1266,"06081600900","081",Census Tract 6009,138929.000000000000000,42232.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,,,,,,,,,,,,,,,,,,,,,,,
700,"06075060400","075",Census Tract 604,99556.000000000000000,17325.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 604; San Francisco County; California","2024","1935","471","86","662","350","0.2434108527131783","0.044444444444444446","0.3421188630490956","0.18087855297157623","0.7565891472868217","77045","1024000","1124","342","782","0.304270462633452","2.1575783057815663","896.838828428552",,
1253,"06075031302","075",Census Tract 313.02,117014.000000000000000,18974.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 313.02; San Francisco County; California","2024","4890","729","271","2646","907","0.149079754601227","0.05541922290388548","0.5411042944785276","0.18548057259713702","0.850920245398773","138000","1068800","1716","1041","675","0.6066433566433567","0.26947106029675216","18146.661072305647",,
282,"06075033203","075",Census Tract 332.03,62813.000000000000000,18192.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 332.03; San Francisco County; California","2024","2895","690","158","1261","632","0.23834196891191708","0.05457685664939551","0.43557858376511227","0.21830742659758204","0.7616580310880829","76923","1455900","1424","178","1246","0.125","0.16207624423836994","17861.96375418377",,
1252,"06075031301","075",Census Tract 313.01,128571.000000000000000,58419.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 313.01; San Francisco County; California","2024","3697","712","317","2097","376","0.19258858533946444","0.08574519880984582","0.5672166621585069","0.10170408439275087","0.8074114146605356","147938","1365500","1522","1220","302","0.8015768725361366","0.17506801515346587","21117.506797339214",,
283,"06075033204","075",Census Tract 332.04,69769.000000000000000,53121.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 332.04; San Francisco County; California","2024","3816","794","494","1206","1171","0.2080712788259958","0.12945492662473795","0.3160377358490566","0.30686582809224316","0.7919287211740043","58114",NA,"1648","0","1648","0","0.15593436079361264","24471.835332372175",,
1324,"06075030900","075",Census Tract 309,178516.000000000000000,43841.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 309; San Francisco County; California","2024","6548","2415","35","2332","691","0.3688149053145999","0.005345143555284056","0.35613927916921195","0.10552840562003665","0.6311850946854001","235109","2000001","2274","2117","157","0.9309586631486367","0.7257081571442701","9022.910843068095",,
1326,"06075031000","075",Census Tract 310,190000.000000000000000,34890.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 310; San Francisco County; California","2024","4374","1767","293","1268","520","0.40397805212620025","0.066986739826246","0.28989483310470965","0.11888431641518062","0.5960219478737998","206130","1623300","1576","1188","388","0.7538071065989848","0.3157467511801646","13852.874126657925",,
1328,"06075033100","075",Census Tract 331,165592.000000000000000,29206.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 331; San Francisco County; California","2024","3755","1015","64","2279","106","0.27030625832223704","0.017043941411451397","0.6069241011984021","0.02822902796271638","0.7296937416777629","176806","1814000","1383","1226","157","0.8864786695589298","0.3404066532705742","11030.92423112928",,
1111,"06075033001","075",Census Tract 330.01,148239.000000000000000,43703.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 330.01; San Francisco County; California","2024","3911","668","3","2563","441","0.17080030682689848","7.67067246228586e-4","0.6553311173612887","0.11275888519560215","0.8291996931731015","183021","1549300","1419","1246","173","0.8780831571529246","0.226814358075642","17243.176460176706",,
718,"06075030800","075",Census Tract 308,208750.000000000000000,60926.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 308; San Francisco County; California","2024","5694","2990","110","1509","718","0.5251141552511416","0.01931858096241658","0.2650158061116965","0.12609764664559184","0.4748858447488584","186667","2000001","2010","1526","484","0.7592039800995025","0.4795048042046273","11874.750680433437",,
1112,"06075033002","075",Census Tract 330.02,173281.000000000000000,49430.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 330.02; San Francisco County; California","2024","4015","1570","24","1732","341","0.39103362391033625","0.005977584059775841","0.4313823163138232","0.08493150684931507","0.6089663760896638","181000","1524000","1448","896","552","0.6187845303867403","0.3593315889429517","11173.523629834366",,
281,"06075032901","075",Census Tract 329.01,154291.000000000000000,8694.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 329.01; San Francisco County; California","2024","6013","975","225","3769","354","0.16214867786462664","0.037418925661067685","0.6268085814069516","0.058872443040079825","0.8378513221353734","176000","1532000","1722","1249","473","0.7253193960511034","0.25943153786816736","23177.59841155305",,
279,"06075032801","075",Census Tract 328.01,136250.000000000000000,37429.000000000000000,"38001",San Francisco,San Francisco County,San Francisco,"0667000",City,City of San Francisco,2411786,San Francisco,"Census Tract 328.01; San Francisco County; California","2024","4021","745","13","2783","303","0.18527729420542155","0.003233026610295946","0.6921163889579707","0.07535438945535937","0.8147227057945785","154257","1562100","1250","749","501","0.5992","0.22599842922310687","17792.15905978907",,
